Id,Ident,Type,Name,Latitude_deg,Longitude_deg,Gps_code,Iata_code,Local_code
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,AGGH,HIR,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,AGGM,MUA,
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,ANYN,INU,
24,SA14,small_airport,Miramar Airport,-38.2271,-57.8697,SAEM,MJR,IRA
53,AYBK,medium_airport,Buka Airport,-5.4223198890686035,154.67300415039062,AYBK,BUA,
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,AYCH,CMU,
55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,AYDU,DAU,
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,AYGA,GKA,
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,AYGN,GUR,
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,AYGR,PNP,
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,AYHK,HKN,
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,AYKM,KMA,
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,AYKV,KVG,
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,AYMD,MAG,
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,AYMH,HGU,
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,AYMN,MDU,
65,AYMO,large_airport,Momote Airport,-2.06189,147.423996,AYMO,MAS,
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,AYNZ,LAE,
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,AYPY,POM,
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,AYTK,RAB,
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,AYVN,VAI,
70,AYWD,medium_airport,Wapenamanda Airport,-5.6433,143.895004,AYWD,WBM,
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,AYWK,WWK,
72,UBBL,small_airport,Lankaran International Airport,38.757919,48.807042,UBBL,LLK,
84,LBTG,small_airport,Targovishte Airport / Buhovtsi Airfield,43.306599,26.700899,LBTG,TGV,
92,LBRS,small_airport,Ruse Airport,43.694801,26.0567,LBRS,ROU,
111,BG-JAM,medium_airport,Bezmer Air Base,42.4548988342,26.3521995544,LBIA,JAM,
113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,BGBW,UAK,
114,BGGH,medium_airport,Godthaab / Nuuk Airport,64.190903,-51.678101,BGGH,GOH,
115,BGSF,medium_airport,Kangerlussuaq Airport,67.012222,-50.711603,BGSF,SFJ,
116,BGTL,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,BGTL,THU,
117,BIAR,medium_airport,Akureyri Airport,65.66000366210938,-18.07270050048828,BIAR,AEY,
118,BIBD,small_airport,Bildudalur Airport,65.64129638671875,-23.546199798583984,BIBD,BIU,
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,BIEG,EGS,
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,BIHN,HFN,
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,BIHU,HZK,
122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,BIIS,IFJ,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,BIKF,KEF,
124,BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,BIPA,PFJ,
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,BIRK,RKV,
126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,BISI,SIJ,
127,BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,BITN,THO,
128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.278900146484375,BIVM,VEY,
129,SNHA,small_airport,Tertuliano Guedes de Pinho Airport,-14.8105,-39.290401,SWTX,ITN,BA0248
151,SDBK,small_airport,Botucatu - Tancredo de Almeida Neves Airport,-22.939501,-48.467999,SDBK,QCJ,SDBK
155,SDCG,small_airport,Senadora Eunice Micheles Airport,-3.46792950765,-68.9204120636,SDCG,OLC,SDCG
156,SDCO,small_airport,Sorocaba Airport,-23.478001,-47.490002,SDCO,SOD,SDCO
158,SDDR,small_airport,Dracena Airport,-21.460500717163086,-51.60689926147461,SDDR,QDC,SDDR
174,SDJL,small_airport,Jales Airport,-20.292999267578125,-50.5463981628418,SDJL,JLS,SDJL
183,SDLP,small_airport,Lençóis Paulista Airport,-22.578399658203125,-48.774600982666016,SDLP,QGC,SDLP
190,SDNY,small_airport,Aeroclube Airport,-22.74530029296875,-43.46030044555664,SDNY,QNV,SDNY
192,SDOU,small_airport,Ourinhos Airport,-22.96649932861328,-49.913299560546875,SDOU,OUS,SDOU
194,SDOW,small_airport,Ourilândia do Norte Airport,-6.763100147250001,-51.0499000549,SDOW,OIA,SDOW
197,SDPW,small_airport,Piracicaba Airport,-22.71150016784668,-47.61819839477539,SDPW,QHB,SDPW
200,SDRS,small_airport,Resende Airport,-22.4785,-44.480301,SDRS,REZ,RJ0007
201,SDSC,small_airport,Mário Pereira Lopes–São Carlos Airport,-21.875401,-47.903703,SDSC,QSC,SDSC
206,SDUB,small_airport,Ubatuba Gastão Madeira State Airport,-23.440628,-45.074057,SDUB,UBT,SDUB
208,SDUN,small_airport,Itaperuna Airport,-21.219299316399997,-41.8759002686,SDUN,ITP,SDUN
211,SDVG,small_airport,Votuporanga Airport,-20.463199615478516,-50.00450134277344,SDVG,VOT,SDVG
231,SIMK,small_airport,Tenente Lund Pressoto Airport,-20.592199,-47.3829,SIMK,FRC,SP0011
270,SNAL,small_airport,Arapiraca Airport,-9.775360107421875,-36.62919998168945,SNAL,APQ,SNAL
273,SNAR,small_airport,Cirilo Queiróz Airport,-16.18389,-40.66722,SNAR,AMJ,SNAR
275,SBAC,medium_airport,Aracati Dragão do Mar Regional Airport,-4.568896,-37.805135,SBAC,ARX,CE0004
281,SNBL,small_airport,Belmonte Airport,-15.8717,-38.871899,SD6P,BVM,BA0041
283,SNBR,small_airport,Barreiras Airport,-12.078900337219238,-45.00899887084961,SNBR,BRA,SNBR
284,SNBS,small_airport,Balsas Airport,-7.52603006362915,-46.05329895019531,SNBS,BSS,SNBS
285,SNBU,small_airport,Sócrates Mariani Bittencourt Airport,-14.2554,-41.817501,SSXH,BMS,BA0168
287,SNBX,small_airport,Barra Airport,-11.08080005645752,-43.147499084472656,SNBX,BQQ,SNBX
294,SNCX,small_airport,Colatina Airport,-19.48699951171875,-40.57939910888672,SNCX,QCH,SNCX
296,SNDC,small_airport,Redenção Airport,-8.033289909362793,-49.97990036010742,SNDC,RDC,SNDC
297,SNDN,small_airport,Leopoldina Airport,-21.466101,-42.727001,,LEP,
299,SNDT,small_airport,Diamantina Airport,-18.232000351,-43.650398254399995,SNDT,DTI,
300,SNDV,small_airport,Brigadeiro Cabral Airport,-20.180700302124,-44.870899200439,SNDV,DIQ,SNDV
302,SNED,small_airport,Sócrates Rezende Airport,-15.666999816895,-38.954700469971,SNED,CNV,SNED
310,SNFX,small_airport,São Félix do Xingu Airport,-6.6413,-51.9523,SNFX,SXX,PA0013
312,SNGA,small_airport,Guarapari Airport,-20.6465,-40.491901,SNGA,GUZ,ES0007
315,SNGI,small_airport,Guanambi Airport,-14.208200454711914,-42.74610137939453,SNGI,GNM,SNGI
316,SNGN,small_airport,Garanhuns Airport,-8.834280014038086,-36.47159957885742,SNGN,QGP,SNGN
322,SNIC,small_airport,Irecê Airport,-11.339900016784668,-41.84700012207031,SNIC,IRE,SNIC
324,SNIG,small_airport,Iguatu Airport,-6.346640110015869,-39.293800354003906,SNIG,QIG,SNIG
325,SNIP,small_airport,Itapetinga Airport,-15.244500160217285,-40.277198791503906,SNIP,QIT,SNIP
327,SNIU,small_airport,Ipiaú Airport,-14.133889198303223,-39.733890533447266,SNIU,IPU,SNIU
328,SNJB,small_airport,Jacobina Airport,-11.163200378417969,-40.5531005859375,SNJB,JCM,SNJB
329,SNJD,small_airport,João Durval Carneiro Airport,-12.2003,-38.906799,SDIY,FEC,BA0013
331,SNJK,small_airport,Jequié Airport,-13.877699851989746,-40.07160186767578,SNJK,JEQ,SNJK
332,SNJN,small_airport,Januária Airport,-15.473799705505371,-44.385501861572266,SNJN,JNA,SNJN
336,SNJR,small_airport,Prefeito Octávio de Almeida Neves Airport,-21.0849990845,-44.2247238159,SNJR,JDR,SNJR
340,SNKE,small_airport,Santana do Araguaia Airport,-9.31997013092041,-50.32849884033203,SNKE,CMP,SNKE
341,SNKI,small_airport,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,-20.834299,-41.1856,SNKI,CDI,ES0006
347,SNLO,small_airport,São Lourenço Airport,-22.090900421142578,-45.044498443603516,SNLO,SSO,SNLO
350,SNMA,small_airport,Monte Alegre Airport,-1.9958,-54.0742,SNMA,MTE,SNMA
353,SNMU,small_airport,Mucuri Airport,-18.048900604248047,-39.864200592041016,SNMU,MVS,SNMU
354,SNMX,small_airport,São Mateus - Ernesto Bonomo Airport,-18.7213,-39.833698,SNMX,SBJ,ES0003
355,SNMZ,small_airport,Porto de Moz Airport,-1.7414499521255493,-52.23609924316406,SNMZ,PTQ,SNMZ
359,SNNU,small_airport,Nanuque Airport,-17.823299407958984,-40.329898834228516,SNNU,NNU,SNNU
363,SNOS,small_airport,Municipal José Figueiredo Airport,-20.732200622558594,-46.661800384521484,SNOS,PSW,SNOS
364,SNOX,small_airport,Oriximiná Airport,-1.7140799760818481,-55.83620071411133,SNOX,ORX,SNOX
368,SNPC,small_airport,Picos Airport,-7.0620598793029785,-41.52370071411133,SNPC,PCS,SNPC
369,SNPD,small_airport,Patos de Minas Airport,-18.672800064086914,-46.4911994934082,SNPD,POJ,SNPD
375,SNPX,small_airport,Pirapora Airport,-17.3169002532959,-44.86029815673828,SNPX,PIV,SNPX
378,SNQG,small_airport,Cangapara Airport,-6.8463897705078125,-43.077301025390625,SNQG,FLB,SNQG
383,SNRD,small_airport,Prado Airport,-17.296976,-39.271131,SNRD,PDF,BA0048
389,SNRU,small_airport,Caruaru Airport,-8.28239,-36.0135,SNRU,CAU,SNRU
397,SNSW,small_airport,Soure Airport,-0.697844,-48.519759,SNSW,SFK,SNSW
399,SNTF,small_airport,9 de Maio - Teixeira de Freitas Airport,-17.524499893188,-39.66849899292,SNTF,TXF,SNTF
400,SNTI,small_airport,Óbidos Municipal Airport,-1.867981,-55.514596,SNTI,OBI,PA0016
402,SNTO,small_airport,Juscelino Kubitscheck Airport,-17.89229965209961,-41.51359939575195,SNTO,TFL,SNTO
404,SNTS,small_airport,Aeroporto Brigadeiro Firmino Ayres,-7.03899,-37.251598,SNTS,JPO,PB0005
412,SNVB,small_airport,Valença Airport,-13.2965,-38.992401,SNVB,VAL,SNVB
414,SNVS,small_airport,Breves Airport,-1.6365300416946411,-50.443599700927734,SNVS,BVS,SNVS
416,SNWS,small_airport,Crateús Airport,-5.21135,-40.704201,SNWS,JCS,
423,SNYE,small_airport,Pinheiro Airport,-2.477426,-45.105003,SNYE,PHI,MA0004
425,SNZA,small_airport,Pouso Alegre Airport,-22.2892,-45.919102,SNZA,PPY,MG0038
432,SSAP,small_airport,Captain João Busse Airport,-23.609099,-51.384301,SSAP,APU,PR0014
436,SSBL,small_airport,Blumenau Airport,-26.83060073852539,-49.090301513671875,SSBL,BNU,SSBL
441,SSCK,small_airport,Concórdia Airport,-27.180599212646484,-52.05270004272461,SSCK,CCI,SSCK
442,SSCN,small_airport,Canela Airport,-29.37019920349121,-50.832000732421875,SSCN,QCN,SSCN
443,SSCP,small_airport,Cornélio Procópio Airport,-23.15250015258789,-50.602500915527344,SSCP,CKO,SSCP
447,SSDO,small_airport,Dourados Airport,-22.2019,-54.926601,SBDO,DOU,MS0008
449,SSER,small_airport,Erechim Airport,-27.66189956665039,-52.2682991027832,SSER,ERM,SSER
451,SSFB,small_airport,Francisco Beltrão Airport,-26.059200286865234,-53.063499450683594,SSFB,FBE,SSFB
460,SSGY,small_airport,Guaíra Airport,-24.081100463867188,-54.19169998168945,SSGY,QGA,SSGY
463,SSHZ,small_airport,Walter Bündchen Airport,-27.638299942,-54.339099884,SSHZ,HRZ,SSHZ
466,SSIJ,small_airport,João Batista Bos Filho Airport,-28.368711,-53.846568,SSIJ,IJU,RS0032
467,SSJA,small_airport,Santa Terezinha Airport,-27.1714000702,-51.5532989502,SSJA,JCB,SSJA
471,SSKM,small_airport,Campo Mourão Airport,-24.009199142499998,-52.3568000793,SSKM,CBW,SSKM
473,SSKS,small_airport,Cachoeira do Sul Airport,-30.00189971923828,-52.940799713134766,SSKS,QDB,SSKS
475,SSLN,small_airport,Helmuth Baungarten Airport,-27.159999847399998,-49.5424995422,SSLN,LOI,SSLN
477,SSLT,small_airport,Alegrete Novo Airport,-29.812700271599997,-55.8933982849,SSLT,ALQ,SSLT
484,SSOE,small_airport,São Miguel do Oeste Airport,-26.781600952148438,-53.503501892089844,SSOE,SQX,SSOE
485,SSOG,small_airport,Arapongas Airport,-23.3529,-51.491699,SSOG,APX,SSOG
487,SSPB,small_airport,Juvenal Loureiro Cardoso Airport,-26.217184,-52.694463,SBPO,PTO,PR0018
489,SSPG,small_airport,Paranaguá Airport,-25.54010009765625,-48.53120040893555,SSPG,PNG,SSPG
490,SSPI,small_airport,Paranavaí Airport,-23.08989906311035,-52.48849868774414,SSPI,PVI,SSPI
494,SSPN,small_airport,Paranaíba Airport,-19.651199340820312,-51.19940185546875,SSPN,PBB,SSPN
503,SSSB,small_airport,São Borja Airport,-28.6549,-56.034599,SSSB,JBS,SSSB
504,SSSC,small_airport,Santa Cruz do Sul Airport,-29.684099197387695,-52.412200927734375,SSSC,CSU,SSSC
508,SSTL,small_airport,Plínio Alarcom Airport,-20.754199981689,-51.684200286865,SBTG,TJL,
509,SSUM,small_airport,Umuarama Airport,-23.7987003326416,-53.31380081176758,SSUM,UMU,SSUM
512,SSVI,small_airport,Videira Airport,-26.99970054626465,-51.14189910888672,SSVI,VIA,SSVI
513,SSYA,small_airport,Avelino Vieira Airport,-24.103901,-49.789101,SSYA,AAG,PR0020
516,SSZR,small_airport,Santa Rosa Airport,-27.9067,-54.520401,SSZR,SRA,SSZR
517,SSZW,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.184476,-50.143822,SBPG,PGZ,PR0012
518,SWBC,small_airport,Barcelos Airport,-0.981292,-62.919601,SWBC,BAZ,SWBC
521,SWBR,small_airport,Borba Airport,-4.40634,-59.602402,SWBR,RBB,SWBR
523,SWCA,small_airport,Carauari Airport,-4.871520042419434,-66.89749908447266,SWCA,CAF,SWCA
527,SWCQ,small_airport,Costa Marques Airport,-12.421099662780762,-64.25160217285156,SWCQ,CQS,SWCQ
528,SWDM,small_airport,Diamantino Airport,-14.376899719238281,-56.40039825439453,SWDM,DMT,SWDM
529,SWDN,small_airport,Dianópolis Airport,-11.5953998566,-46.846698761,SWDN,DNO,
532,SWEI,small_airport,Eirunepé Airport,-6.639530181884766,-69.87979888916016,SWEI,ERN,SWEI
536,SWFX,small_airport,São Félix do Araguaia Airport,-11.632399559020996,-50.68960189819336,SWFX,SXO,SWFX
537,SWGI,small_airport,Gurupi Airport,-11.73960018157959,-49.132198333740234,SWGI,GRP,SWGI
538,SWGN,medium_airport,Araguaína Airport,-7.22787,-48.240501,SWGN,AUX,SWGN
542,SWHT,small_airport,Humaitá Airport,-7.532120227810001,-63.072101593,SWHT,HUW,SWHT
544,SWII,small_airport,Ipiranga Airport,-2.939069986343384,-69.69400024414062,SWII,IPG,SWII
546,SWIY,small_airport,Santa Izabel do Morro Airport,-11.57229995727539,-50.66619873046875,SWIY,IDO,SWIY
547,SWJI,small_airport,Ji-Paraná Airport,-10.870743,-61.846675,SBJI,JPR,RO0005
550,SWJW,small_airport,Jataí Airport,-17.8299007416,-51.7729988098,SWJW,JTI,SWJW
551,SWKC,small_airport,Cáceres Airport,-16.04360008239746,-57.62990188598633,SWKC,CCX,SWKC
554,SWKO,small_airport,Coari Airport,-4.134059906005859,-63.132598876953125,SWKO,CIZ,SWKO
555,SWKT,small_airport,Catalão Airport,-18.216800689697266,-47.89970016479492,SWKT,TLZ,SWKT
557,SWLB,small_airport,Lábrea Airport,-7.278969764709473,-64.76950073242188,SWLB,LBR,SWLB
558,SWLC,small_airport,General Leite de Castro Airport,-17.8347225189209,-50.956111907958984,SWLC,RVD,SWLC
562,SWMW,small_airport,Maués Airport,-3.37217,-57.7248,SWMW,MBZ,SWMW
563,SWNA,small_airport,Novo Aripuanã Airport,-5.118030071258545,-60.364898681640625,SWNA,NVP,SWNA
565,SWNK,small_airport,Novo Campo Airport,-8.83456,-67.312401,SWNK,BCR,SWNK
566,SWNQ,small_airport,Niquelândia Airport,-14.434900283813477,-48.49150085449219,SWNQ,NQL,SWNQ
567,SWNS,small_airport,Anápolis Airport,-16.3623008728,-48.9271011353,SWNS,APS,SWNS
569,SWOB,small_airport,Fonte Boa Airport,-2.5326099395800004,-66.0831985474,SWOB,FBA,SWOB
571,SWPI,small_airport,Parintins Airport,-2.6730198860168457,-56.777198791503906,SWPI,PIN,SWPI
572,SWPM,small_airport,Pimenta Bueno Airport,-11.6416,-61.1791,SWPM,PBQ,RO0009
575,SWRD,medium_airport,Maestro Marinho Franco Airport,-16.586,-54.7248,SBRD,ROO,MT0004
580,SWSI,small_airport,Presidente João Batista Figueiredo Airport,-11.885001,-55.586109,SBSI,OPS,MT0002
586,SWTS,small_airport,Tangará da Serra Airport,-14.662,-57.443501,SWTS,TGQ,SWTS
587,SWTU,small_airport,Fazenda Tucunaré Airport,-13.465528,-58.866935,SWTU,AZL,MT0410
588,SWUA,small_airport,São Miguel do Araguaia Airport,-13.331299781799316,-50.197601318359375,SWUA,SQM,SWUA
590,SBUY,small_airport,Urucu Airport,-4.88422,-65.3554,SBUY,RPU,SBUY
602,SWYN,small_airport,Apuí Airport,-7.172773,-59.8396,SWYN,IUP,AM0023
606,VQ10,small_airport,Yongphulla Airport,27.256399,91.514503,VQTY,YON,
614,CAD4,small_airport,Trail Airport,49.0555992126,-117.60900116,CAD4,YZZ,CAD4
615,CAD5,small_airport,Merritt Airport,50.122798919699996,-120.747001648,CAD5,YMB,CAD5
619,CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,51.625797,-124.144478,CAG3,CJH,CAG3
620,CAH3,small_airport,Courtenay Airpark,49.679401397705,-124.9820022583,CAH3,YCA,CAH3
623,CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689956665,-116.49800109863,CAJ3,CFQ,CAJ3
624,CAJ4,small_airport,Anahim Lake Airport,52.451501,-125.303776,CAJ4,YAA,CAJ4
629,CAL3,small_airport,Douglas Lake Airport,50.1654600485,-120.171273351,CAL3,DGF,CAL3
631,CAM3,small_airport,Duncan Airport,48.754534,-123.709702,CAM3,DUQ,CAM3
634,CAP3,small_airport,Sechelt-Gibsons Airport,49.460601806599996,-123.71900177,CAP3,YHS,CAP3
643,CAT4,small_airport,Qualicum Beach Airport,49.3372,-124.393997,CAT4,XQU,CAT4
644,CAT5,small_airport,Port Mcneill Airport,50.5755996704,-127.028999329,CAT5,YMP,CAT5
657,CAZ5,small_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,CAZ5,YZA,CAZ5
664,CBBC,small_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CBBC,ZEL,CBBC
717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,CBS8,YPB,CBS8
731,CBW4,small_airport,Bob Quinn Lake Airport,56.9667015076,-130.25,CBW4,YBO,CBW4
736,CBX5,small_airport,Tungsten (Cantung) Airport,61.956901550293,-128.20300292969,CBX5,TNS,CBX5
737,CBX7,small_airport,Tumbler Ridge Airport,55.025001525879,-120.93499755859,CBX7,TUX,CBX7
743,CCA6,small_airport,Williams Harbour Airport,52.566898345947266,-55.784698486328125,CCA6,YWM,CCA6
750,CCD4,small_airport,Postville Airport,54.9105,-59.78507,CCD4,YSO,CCD4
752,CCE4,small_airport,Black Tickle Airport,53.4693984985,-55.784999847399995,CCE4,YBI,CCE4
764,CCK4,small_airport,St. Lewis (Fox Harbour) Airport,52.372798919677734,-55.67390060424805,CCK4,YFX,CCK4
771,CCP4,small_airport,Port Hope Simpson Airport,52.528099060058594,-56.28609848022461,CCP4,YHA,CCP4
793,CCZ2,small_airport,Rigolet Airport,54.1796989440918,-58.45750045776367,CCZ2,YRG,CCZ2
814,CDK2,small_airport,Diavik Airport,64.5113983154,-110.289001465,CDK2,DVK,CDK2
834,CEB5,small_airport,Fairview Airport,56.081401825,-118.434997559,CEB5,ZFW,CEB5
836,CEC4,small_airport,Hinton/Jasper-Hinton Airport,53.3191986084,-117.752998352,CEC4,YJP,CEC4
874,CEM3,small_airport,Whatì Airport,63.13169860839844,-117.24600219726562,CEM3,YLE,CEM3
892,CER3,small_airport,Drayton Valley Industrial Airport,53.265800476074,-114.95999908447,CER3,YDC,CER3
893,CER4,small_airport,Fort McMurray / Mildred Lake Airport,57.0555992126,-111.573997498,CER4,NML,CER4
898,CET2,small_airport,Conklin (Leismer) Airport,55.695301,-111.278999,CET2,CFM,CET2
910,CEW3,small_airport,St. Paul Airport,53.9933013916,-111.379997253,CEW3,ZSP,CEW3
925,CFA7,small_airport,Taltheilei Narrows Airport,62.5980987549,-111.542999268,CFA7,GSL,CFA7
933,CFC4,small_airport,Macmillan Pass Airport,63.181098938,-130.20199585,CFC4,XMP,CFC4
944,CFF4,small_airport,Great Bear Lake Airport,66.7031021118,-119.707000732,CFF4,DAS,CFF4
954,CFJ2,small_airport,Wekweètì Airport,64.190804,-114.077002,CYWE,YFJ,CFJ7
964,CFM4,small_airport,Donnelly Airport,55.7094,-117.094002,CFM4,YOE,CFM4
982,CFQ4,small_airport,Cheadle Airport,51.057498931885,-113.62400054932,CFQ4,TIL,CFQ4
1058,CJC8,small_airport,Laurie River Airport,56.2486000061,-101.304000854,CJC8,LRQ,CJC8
1088,CJL2,small_airport,Hatchet Lake Airport,58.662498474121,-103.53800201416,CJL2,YDJ,CJL2
1092,CJL8,small_airport,Kasba Lake Airport,60.291900634766,-102.50199890137,CJL8,YDU,CJL8
1121,CJS3,small_airport,Cluff Lake Airport,58.3911018372,-109.51599884,CJS3,XCL,CJS3
1126,CJT3,small_airport,Knee Lake Airport,54.915298,-94.798103,CJT3,YKE,CJT3
1139,CJV7,small_airport,Summer Beaver Airport,52.70859909057617,-88.54190063476562,CJV7,SUR,CJV7
1151,CJY3,small_airport,Tisdale Airport,52.836700439453,-104.06700134277,CJY3,YTT,CJY3
1162,CKB6,small_airport,Wapekeka Airport,53.84920120239258,-89.57939910888672,CKB6,YAX,CKB6
1200,CKL3,small_airport,Wunnumin Lake Airport,52.89390182495117,-89.28919982910156,CKL3,WNN,CKL3
1211,CKM8,small_airport,Opapimiskan Lake Airport,52.6067008972,-90.3768997192,CKM8,YBS,CKM8
1218,CKQ3,small_airport,North Spirit Lake Airport,52.4900016784668,-92.97109985351562,CKQ3,YNO,CKQ3
1244,CKV4,small_airport,North of Sixty Airport,60.316398620605,-103.12899780273,CKV4,YDW,CKV4
1293,CYLS,small_airport,Barrie-Lake Simcoe Regional Airport,44.485989,-79.555687,CYLS,YLK,CYLS
1299,CNE3,small_airport,Bearskin Lake Airport,53.965599060058594,-91.0271987915039,CNE3,XBE,CNE3
1308,CNH2,small_airport,Natuashish Airport,55.913898,-61.184399,CNH2,YNP,CNH2
1314,CNK4,small_airport,Parry Sound Area Municipal Airport,45.2575,-79.829697,CNK4,YPD,CNK4
1317,CNL3,small_airport,Brockville - Thousand Islands Regional Tackaberry Airport,44.6394004822,-75.7502975464,CNL3,XBR,CNL3
1324,CNM5,small_airport,Kingfisher Lake Airport,53.01250076293945,-89.85530090332031,CNM5,KIF,CNM5
1340,CYKM,small_airport,Kincardine Municipal Airport,44.201401,-81.606697,CYKM,YKD,CYKM
1343,CNT3,small_airport,Ogoki Post Airport,51.6585998535,-85.9017028809,CYKP,YOG,CYKP
1364,CYCK,small_airport,Chatham Kent Airport,42.3064002991,-82.0819015503,CYCK,XCM,NZ3
1401,CPF2,small_airport,Bar River Airport,46.42029953,-84.0922012329,CPF2,YEB,CPF2
1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,CYHP,YHP,CPV7
1466,CPV8,small_airport,Keewaywin Airport,52.991100311299995,-92.8364028931,CPV8,KEW,CPV8
1492,CRL4,small_airport,Kirby Lake Airport,55.355598,-110.637001,CRL4,KFM,CRL4
1521,CSH4,small_airport,Lebel-sur-Quevillon Airport,49.0303001404,-77.0171966553,CSH4,YLS,CSH4
1531,CSK6,small_airport,Snap Lake Airport,63.593601,-110.905998,CSK6,YNX,CSK6
1556,CSR8,small_airport,La Sarre Airport,48.917198181152,-79.178596496582,CSR8,SSQ,CSR8
1563,CSU2,small_airport,Chisasibi Airport,53.805599212646484,-78.91690063476562,CSU2,YKU,CSU2
1590,CTB6,small_airport,Tête-à-la-Baleine Airport,50.674400329589844,-59.38359832763672,CTB6,ZTB,CTB6
1604,CTK6,small_airport,Kegaska Airport,50.1958007812,-61.265800476100004,CTK6,ZKG,CTK6
1608,CTP9,small_airport,Donaldson Airport,61.6622009277,-73.3214035034,CTP9,YAU,CTP9
1617,CTT5,small_airport,La Romaine Airport,50.259701,-60.679401,CTT5,ZGS,CTT5
1618,CTU2,small_airport,Fontanges Airport,54.553901672363,-71.173301696777,CTU2,YFG,CTU2
1619,CTU5,small_airport,La Tabatière Airport,50.8307991027832,-58.97560119628906,CTU5,ZLT,CTU5
1649,LY88,medium_airport,Ponikve Airport,43.898899,19.697701,LYUZ,UZC,
1652,CYAC,medium_airport,Cat Lake Airport,51.72719955444336,-91.82440185546875,CYAC,YAC,
1653,CYAD,small_airport,La Grande-3 Airport,53.5717010498,-76.19640350339999,CYAD,YAR,YAD
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.65420150756836,-93.439697265625,CYAG,YAG,
1655,CYAH,medium_airport,La Grande-4 Airport,53.754699707,-73.6753005981,CYAH,YAH,
1656,CYAL,medium_airport,Alert Bay Airport,50.58219909667969,-126.91600036621094,CYAL,YAL,
1657,CYAM,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,CYAM,YAM,
1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016479492,-88.6427993774414,CYAQ,XKS,
1659,CYAS,medium_airport,Kangirsuk Airport,60.027198791503906,-69.99919891357422,CYAS,YKG,
1660,CYAT,medium_airport,Attawapiskat Airport,52.9275016784668,-82.43190002441406,CYAT,YAT,
1665,CYAY,medium_airport,St. Anthony Airport,51.3918991089,-56.083099365200006,CYAY,YAY,
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,CYAZ,YAZ,
1667,CYBA,small_airport,Banff Airport,51.208222,-115.540624,CYBA,YBA,
1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,CYBB,YBB,
1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,CYBC,YBC,YBC
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,CYBD,QBC,
1671,CYBE,medium_airport,Uranium City Airport,59.5614013671875,-108.48100280761719,CYBE,YBE,
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,CYBF,YBY,
1673,CYBG,medium_airport,CFB Bagotville,48.33060073852539,-70.99639892578125,CYBG,YBG,
